服务编号	所属服务体系	所属主体域	所属数据实体	所属数据实体类型	所属服务名	MEP(消息交换模式)	公有/私有	对方接口编号（私有服务）	接口名称	接口编号	服务合并建议	服务数据更新时间	服务数据更新频率	私有服务同一业务双向交互编号	数据交换方式	服务发布者	服务订阅者
PRV-RMBSCM-I-0009	交易后服务体系	清算结算数据	清算数据	清算相关数据	现券市场计算请求--结算代理模块	单向：Out-Only	私有服务	PRV-RMBTS-I-0019	结算代理模块向本币发送现券市场的计算请求	RMBTS-RMBSCM-1-1	/			9.0	IMIX	结算代理模块	本币交易系统
PRV-RMBTS-I-0019	交易后服务体系	清算结算数据	清算数据	清算相关数据	现券市场计算响应--结算代理模块	双向：In-Out	私有服务	PRV-RMBSCM-I-0009	本币向结算代理模块发送计算请求响应	RMBTS-RMBSCM-1-2	/			9.0	IMIX	本币交易系统	结算代理模块
PRV-SHCH-I-0045	交易后服务体系	清算结算数据	清算数据	承接数据	债券交易净额清算-净额清算承接结果反馈	单向：Out-Only	私有服务	PRV-RMBTS-I-0068	债券交易净额清算-净额清算承接结果反馈	SHCH-RMBTS-11-1	/			/	IMIX	上海清算所	本币交易系统
PRV-SHCH-I-0044	交易后服务体系	清算结算数据	清算数据	清算相关数据	债券交易净额清算--质押式回购净额清算债券列表	双向：Out-In	私有服务	PRV-RMBTS-I-0067	债券交易净额清算-质押式回购净额清算债券列表	SHCH-RMBTS-10-1	/			/	IMIX	上海清算所	本币交易系统
PUB-SHCH-I-0008	交易后服务体系	清算风险数据	违约数据	/	外汇竞价会员日间逾期数据	单向：Out-Only	公有服务		日间会员逾期信息	SHCH-FXTS-5	/			/	IMIX	上海清算所	外汇交易系统
PUB-SHCH-I-0009	交易后服务体系	清算结算数据	应收应付数据	/	外汇竞价会员日间实际到账数据	单向：Out-Only	公有服务		日间会员实际到账数据信息	SHCH-FXTS-6	/			/	IMIX	上海清算所	外汇交易系统
PUB-BMS-I-0001	信息服务体系	信息数据	产品估值数据	/	债券动态估值	单向：Out-Only	公有服务		债券估值－债券动态估值	BMS-CMDS-30	/			/	IMIX	市场基准参考系统	市场数据发布系统
PUB-BMS-I-0002	信息服务体系	信息数据	产品估值数据	/	债券收盘估值	单向：Out-Only	公有服务		债券估值－债券收盘估值	BMS-CMDS-31	/			/	IMIX	市场基准参考系统	市场数据发布系统
PUB-BMS-I-0007	信息服务体系	信息数据	关键指标数据	/	Shibor报价行报价	单向：Out-Only	公有服务		Shibor数据－Shibor报价行报价	BMS-CMDS-4	/			/	IMIX	市场基准参考系统	市场数据发布系统
PUB-BMS-I-0003	信息服务体系	信息数据	关键指标数据	/	Shibor报价品种--基准	单向：Out-Only	公有服务		Shibor－Shibor报价品种	BMS-RMBTS-16	/			/	IMIX	市场基准参考系统	本币交易系统
PUB-SHIBOR-I-0003	信息服务体系	信息数据	关键指标数据	/	Shibor报价品种--基准	单向：Out-Only	公有服务		SHIBOR报价品种数据	SHIBOR-RMBTS-3	/			/	IMIX	上海银行间同业拆放利率系统	本币交易系统
PUB-SHIBOR-I-0001	信息服务体系	信息数据	关键指标数据	/	Shibor均值数据--shibor系统	单向：Out-Only	公有服务		SHIBOR均值数据	SHIBOR-RMBTS-1	/			/	IMIX	上海银行间同业拆放利率系统	本币交易系统
PUB-BMS-I-0008	信息服务体系	信息数据	关键指标数据	/	Shibor均值数据--基准	单向：Out-Only	公有服务		Shibor－Shibor移动均值	BMS-RMBTS-15	/			/	IMIX	市场基准参考系统	本币交易系统
PUB-BMS-I-0006	信息服务体系	信息数据	关键指标数据	/	Shibor值	单向：Out-Only	公有服务		Shibor－Shibor值	BMS-RMBTS-14	/			/	IMIX	市场基准参考系统	本币交易系统
PUB-BMS-I-0010	信息服务体系	信息数据	关键指标数据	/	贷款基础利率LPR	单向：Out-Only	公有服务		贷款基础利率－贷款基础利率LPR	BMS-CMDS-41	/			/	IMIX	市场基准参考系统	市场数据发布系统
PUB-BMS-I-0012	信息服务体系	信息数据	关键指标数据	/	贷款基础利率LPR报价行报价	单向：Out-Only	公有服务		贷款基础利率－贷款基础利率LPR报价行报价	BMS-CMDS-43	/			/	IMIX	市场基准参考系统	市场数据发布系统
PUB-BMS-I-0011	信息服务体系	信息数据	关键指标数据	/	贷款基础利率LPR移动均值	单向：Out-Only	公有服务		贷款基础利率－贷款基础利率LPR移动均值	BMS-CMDS-42	/			/	IMIX	市场基准参考系统	市场数据发布系统
PUB-SGE-I-0001	信息服务体系	信息数据	关键指标数据	/	黄金基准价	单向：Out-Only	公有服务		黄金基准价	SGE-FXTS-1	/			/	IMIX	上海黄金交易所	外汇交易系统
PUB-BMS-I-0004	信息服务体系	信息数据	关键指标数据	/	回购定盘利率数据	单向：Out-Only	公有服务		回购定盘－回购定盘利率数据	BMS-RMBTS-2	/			/	IMIX	市场基准参考系统	本币交易系统
PUB-BMS-I-0009	信息服务体系	信息数据	关键指标数据	/	美元隐含利率	单向：Out-Only	公有服务		美元隐含利率－美元隐含利率数据	BMS-CMDS-25	/			/	IMIX	市场基准参考系统	市场数据发布系统
PUB-BMS-I-0005	信息服务体系	信息数据	关键指标数据	/	七天回购移动平均利率数据	单向：Out-Only	公有服务		回购定盘－七天回购移动平均利率数据	BMS-RMBTS-3	/			/	IMIX	市场基准参考系统	本币交易系统
PUB-FXTS-I-0004	信息服务体系	信息数据	关键指标数据	/	人民币外汇中间价	单向：Out-Only	公有服务		人民币中间价	FXTS-CHINAMONEY-1	/			/	IMIX	外汇交易系统	中国货币网
PUB-BMS-I-0018	信息服务体系	信息数据	关键指标数据	/	外汇期权delta参数	单向：Out-Only	公有服务		外汇期权delta参数－外汇期权delta参数	BMS-CMDS-39	/			/	IMIX	市场基准参考系统	市场数据发布系统
PUB-SHIBOR-I-0002	信息服务体系	信息数据	关键指标数据	/	中国货币市场基准利率	单向：Out-Only	公有服务		中国货币市场基准利率	SHIBOR-RMBTS-2	/			/	IMIX	上海银行间同业拆放利率系统	本币交易系统
PUB-BMS-I-0042	信息服务体系	信息数据	基准曲线	/	FR007利率互换报价曲线	单向：Out-Only	公有服务		FR007利率互换－FR007利率互换报价曲线	BMS-CMDS-27	将基准系统发送给市场数据发布系统的FR007利率互换报价曲线服务合并至基准发给本币的FR007利率互换曲线			/	IMIX	市场基准参考系统	市场数据发布系统
PUB-BMS-I-0023	信息服务体系	信息数据	基准曲线	/	FR007利率互换曲线	单向：Out-Only	公有服务		利率互换－FR007利率互换曲线	BMS-RMBTS-8	/			/	IMIX	市场基准参考系统	本币交易系统
PUB-BMS-I-0031	信息服务体系	信息数据	基准曲线	/	Shibor利率互换报价曲线	单向：Out-Only	公有服务		Shibor数据－Shibor3M利率互换报价曲线	BMS-CMDS-7	将基准系统发送给市场数据发布系统的Shibor利率互换报价曲线服务合并至基准发给本币的Shibor利率互换曲线			/	IMIX	市场基准参考系统	市场数据发布系统
PUB-BMS-I-0022	信息服务体系	信息数据	基准曲线	/	Shibor利率互换曲线	单向：Out-Only	公有服务		利率互换－Shibor1W利率互换曲线	BMS-RMBTS-7	确定合并，将基准系统发送给本币的Shibor1W、Shibor3W、Shibor0W利率互换曲线服务合并			/	IMIX	市场基准参考系统	本币交易系统
PUB-BMS-I-0020	信息服务体系	信息数据	基准曲线	/	Shibor利率互换曲线	单向：Out-Only	公有服务		利率互换－Shibor3M利率互换曲线	BMS-RMBTS-5	确定合并，将基准系统发送给本币的Shibor1W、Shibor3W、Shibor0W利率互换曲线服务合并			/	IMIX	市场基准参考系统	本币交易系统
PUB-BMS-I-0021	信息服务体系	信息数据	基准曲线	/	Shibor利率互换曲线	单向：Out-Only	公有服务		利率互换－ShiborON利率互换曲线	BMS-RMBTS-6	确定合并，将基准系统发送给本币的Shibor1W、Shibor3W、Shibor0W利率互换曲线服务合并			/	IMIX	市场基准参考系统	本币交易系统
PUB-BMS-I-0024	信息服务体系	信息数据	基准曲线	/	贷款利率互换曲线	单向：Out-Only	公有服务		贷款利率互换－1年贷款利率互换曲线	BMS-RMBTS-9	确定合并，将基准系统发送给本币的1年、3年、5年贷款利率互换曲线服务合并			/	IMIX	市场基准参考系统	本币交易系统
PUB-BMS-I-0025	信息服务体系	信息数据	基准曲线	/	贷款利率互换曲线	单向：Out-Only	公有服务		贷款利率互换－3年贷款利率互换曲线	BMS-RMBTS-10	确定合并，将基准系统发送给本币的1年、3年、5年贷款利率互换曲线服务合并			/	IMIX	市场基准参考系统	本币交易系统
PUB-BMS-I-0026	信息服务体系	信息数据	基准曲线	/	贷款利率互换曲线	单向：Out-Only	公有服务		贷款利率互换－5年贷款利率互换曲线	BMS-RMBTS-11	确定合并，将基准系统发送给本币的1年、3年、5年贷款利率互换曲线服务合并			/	IMIX	市场基准参考系统	本币交易系统
PUB-BMS-I-0038	信息服务体系	信息数据	基准曲线	/	当日做市券种	单向：Out-Only	公有服务		收益率曲线－当日做市券种	BMS-CMDS-16	/			/	IMIX	市场基准参考系统	市场数据发布系统
PUB-BMS-I-0046	信息服务体系	信息数据	基准曲线	/	货币掉期曲线	单向：Out-Only	公有服务		货币掉期－人民币Shibor3M对美元Libor3M货币掉期曲线	BMS-CMDS-38	确定合并，将基准系统发送给市场数据发布系统的人民币Shibor3M对美元Libor3M、人民币固定利率对美元Libor3M货币掉期曲线服务合并			/	IMIX	市场基准参考系统	市场数据发布系统
PUB-BMS-I-0045	信息服务体系	信息数据	基准曲线	/	货币掉期曲线	单向：Out-Only	公有服务		货币掉期－人民币固定利率对美元Libor3M货币掉期曲线	BMS-CMDS-37	确定合并，将基准系统发送给市场数据发布系统的人民币Shibor3M对美元Libor3M、人民币固定利率对美元Libor3M货币掉期曲线服务合并			/	IMIX	市场基准参考系统	市场数据发布系统
PUB-BMS-I-0040	信息服务体系	信息数据	基准曲线	/	基准券定盘曲线最优报价行情	单向：Out-Only	公有服务		收益率曲线－基准券定盘曲线最优报价	BMS-CMDS-18	/			/	IMIX	市场基准参考系统	市场数据发布系统
PUB-BMS-I-0039	信息服务体系	信息数据	基准曲线	/	基准券定盘收益率曲线	单向：Out-Only	公有服务		收益率曲线－基准券定盘曲线	BMS-CMDS-17	/			/	IMIX	市场基准参考系统	市场数据发布系统
PUB-BMS-I-0033	信息服务体系	信息数据	基准曲线	/	基准券实时最优报价	单向：Out-Only	公有服务		收益率曲线－基准券实时报价	BMS-CMDS-11	/			/	IMIX	市场基准参考系统	市场数据发布系统
PUB-BMS-I-0027	信息服务体系	信息数据	基准曲线	/	利率互换定收盘曲线	单向：Out-Only	公有服务		利率互换定收盘－一年定存(季付)利率互换曲线	BMS-RMBTS-13	确定合并，将基准系统发送给市场数据发布系统的一年定存(季付)、一年定存(年付)利率互换定收盘曲线服务合并			/	IMIX	市场基准参考系统	本币交易系统
PUB-BMS-I-0019	信息服务体系	信息数据	基准曲线	/	利率互换定收盘曲线	单向：Out-Only	公有服务		回购定盘－一年定存(年付)利率互换定收盘曲线	BMS-RMBTS-4	确定合并，将基准系统发送给市场数据发布系统的一年定存(季付)、一年定存(年付)利率互换定收盘曲线服务合并			/	IMIX	市场基准参考系统	本币交易系统
PUB-BMS-I-0043	信息服务体系	信息数据	基准曲线	/	美元对人民币外汇远期曲线	单向：Out-Only	公有服务		外汇远期－美元对人民币外汇远期曲线	BMS-CMDS-28	/			/	IMIX	市场基准参考系统	市场数据发布系统
PUB-BMS-I-0044	信息服务体系	信息数据	基准曲线	/	美元对人民币外汇远期最优报价曲线	单向：Out-Only	公有服务		外汇远期－美元对人民币外汇远期报价曲线	BMS-CMDS-29	/			/	IMIX	市场基准参考系统	市场数据发布系统
PUB-BMS-I-0028	信息服务体系	信息数据	基准曲线	/	实时收益率曲线	单向：Out-Only	公有服务		收益率曲线－实时收益率曲线	BMS-RMBTS-17	/			/	IMIX	市场基准参考系统	本币交易系统
PUB-BMS-I-0030	信息服务体系	信息数据	基准曲线	/	实时收益率曲线--基准券	单向：Out-Only	公有服务		收益率曲线－基准券实时曲线	BMS-CGM-1	将基准系统发送给市场数据发布系统的基准券实时曲线服务合并至基准发给市场数据发布系统的基准券实时收益率曲线			/	IMIX	市场基准参考系统	本币透明度系统
PUB-BMS-I-0032	信息服务体系	信息数据	基准曲线	/	实时收益率曲线--基准券	单向：Out-Only	公有服务		收益率曲线－基准券实时收益率曲线	BMS-CMDS-10	将基准系统发送给市场数据发布系统的基准券实时曲线服务合并至基准发给市场数据发布系统的基准券实时收益率曲线			/	IMIX	市场基准参考系统	市场数据发布系统
PUB-BMS-I-0029	信息服务体系	信息数据	基准曲线	/	收盘到期收益率曲线	单向：Out-Only	公有服务		收益率曲线－收盘到期收益率曲线	BMS-RMBTS-18	/			/	IMIX	市场基准参考系统	本币交易系统
PUB-BMS-I-0034	信息服务体系	信息数据	基准曲线	/	收盘收益率曲线	单向：Out-Only	公有服务		收益率曲线－收盘曲线	BMS-CMDS-12	/			/	IMIX	市场基准参考系统	市场数据发布系统
PUB-BMS-I-0036	信息服务体系	信息数据	基准曲线	/	收盘收益率曲线成交样本	单向：Out-Only	公有服务		收益率曲线－收盘曲线成交样本	BMS-CMDS-14	/			/	IMIX	市场基准参考系统	市场数据发布系统
PUB-BMS-I-0035	信息服务体系	信息数据	基准曲线	/	收盘收益率曲线双边报价样本	单向：Out-Only	公有服务		收益率曲线－收盘曲线双边报价样本	BMS-CMDS-13	/			/	IMIX	市场基准参考系统	市场数据发布系统
PUB-BMS-I-0014	信息服务体系	信息数据	基准曲线	/	外汇掉期曲线	单向：Out-Only	公有服务		外汇掉期-SecurityID=CSCRUSD0	BMS-CMDS-21	确定合并，将基准系统发送给市场数据发布系统的外汇掉期曲线服务合并			/	IMIX	市场基准参考系统	市场数据发布系统
PUB-BMS-I-0016	信息服务体系	信息数据	基准曲线	/	外汇掉期曲线	单向：Out-Only	公有服务		外汇掉期－SecurityID=CSCRUSDA	BMS-CMDS-23	确定合并，将基准系统发送给市场数据发布系统的外汇掉期曲线服务合并			/	IMIX	市场基准参考系统	市场数据发布系统
PUB-BMS-I-0015	信息服务体系	信息数据	基准曲线	/	外汇掉期曲线	单向：Out-Only	公有服务		外汇掉期－SecurityID=CSCRUSDB	BMS-CMDS-22	确定合并，将基准系统发送给市场数据发布系统的外汇掉期曲线服务合并			/	IMIX	市场基准参考系统	市场数据发布系统
PUB-BMS-I-0017	信息服务体系	信息数据	基准曲线	/	外汇掉期曲线	单向：Out-Only	公有服务		外汇掉期－SecurityID=CSCAUSD0	BMS-CMDS-24	确定合并，将基准系统发送给市场数据发布系统的外汇掉期曲线服务合并			/	IMIX	市场基准参考系统	市场数据发布系统
PUB-BMS-I-0047	信息服务体系	信息数据	基准曲线	/	外汇期权波动率曲线	单向：Out-Only	公有服务		外汇期权波动率－外汇期权波动率曲线	BMS-CMDS-40	/			/	IMIX	市场基准参考系统	市场数据发布系统
PUB-BMS-I-0037	信息服务体系	信息数据	基准曲线	/	做市券种最优双边报价	单向：Out-Only	公有服务		收益率曲线－做市券种最优双边报价	BMS-CMDS-15	/			/	IMIX	市场基准参考系统	市场数据发布系统
PUB-BMS-I-0041	信息服务体系	信息数据	基准指数	/	债券指数K线数据	单向：Out-Only	公有服务		债券指数-债券指数K线数据	BMS-CMDS-19	/			/	IMIX	市场基准参考系统	市场数据发布系统
PUB-BMS-I-0013	信息服务体系	信息数据	基准指数	/	债券指数日内数据	单向：Out-Only	公有服务		债券指数-债券指数日内数据	BMS-CMDS-20	/			/	IMIX	市场基准参考系统	市场数据发布系统
PUB-DPS-I-0002	信息服务体系	信息数据	增值行情数据		存款类机构货币市场行情	单向：Out-Only	公有服务		存款类机构货币市场行情	DPS-RMBMSS-2	/			/	IMIX	数据处理系统	本币监测系统
